id,room_id,user_id,message,timestamp
92,947,285,Can somebody just let me out of here? If I die in a cage I lose a bet.,1601542487717
93,96,664,Yo! What up my glip glops!,1601542487718
94,646,292,"You're our boy dog, don't even trip.",1601542487719
95,152,76,Weddings are basically funerals with cake.,1601542487721
96,672,671,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1601542487722
97,513,897,"Aww, gee, you got me there Rick.",1601542487723
98,315,97,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542487727
99,675,517,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.,1601542487728
100,123,108,"Oh Summer, haha first race war, huh?",1601542487729
101,606,361,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1601542487730
102,807,236,That just sounds like slavery with extra steps.,1601542487731
103,895,135,Weddings are basically funerals with cake.,1601542487732
104,241,869,"Great, now I have to take over an entire planet because of your stupid boobs.",1601542487733
105,343,42,"Great, now I have to take over an entire planet because of your stupid boobs.",1601542487734
106,997,259,"Uncertainty is inherently unsustainable. Eventually, everything either is or isn't.",1601542487734
107,304,357,"Oh Summer, haha first race war, huh?",1601542487735
108,333,829,"Little tip, Morty. Never clean DNA vials with your spit.",1601542487736
109,267,470,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1601542487737
110,778,881,"Go home and drink, grandpa.",1601542487738
111,110,499,"Great, now I have to take over an entire planet because of your stupid boobs.",1601542487738
112,265,952,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542487739
113,205,470,"Go home and drink, grandpa.",1601542487740
114,604,288,"Aww, gee, you got me there Rick.",1601542487741
115,788,8,This sounds like something The One True Morty might say.,1601542487742
116,806,654,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1601542487743
117,881,591,"Oh Summer, haha first race war, huh?",1601542487744
118,301,252,Don’t even trip dawg.,1601542487745
119,505,736,"Aww, gee, you got me there Rick.",1601542487746
120,515,928,"Where are my testicles, Summer?",1601542487747
121,663,38,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1601542487748
122,14,531,"What is my purpose. You pass butter. Oh My God. Yeah, Welcome to the club pal.",1601542487749
123,525,723,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1601542487749
124,379,917,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together.",1601542487750
125,324,130,"Hello Jerry, come to rub my face in urine again?",1601542487751
126,96,627,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain.",1601542487752
127,5,436,Having a family doesn't mean that you stop being an individual.,1601542487753
128,416,541,Yo! What up my glip glops!,1601542487754
129,268,436,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1601542487755
130,719,525,Yo! What up my glip glops!,1601542487756
131,852,998,"Uncertainty is inherently unsustainable. Eventually, everything either is or isn't.",1601542487757
132,159,596,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1601542487757
133,939,291,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1601542487759
134,267,778,I'm the devil. What should I do when I fail? Give myself an ice cream?,1601542487760
135,600,411,Pluto's a planet.,1601542487760
136,528,235,Don’t even trip dawg.,1601542487761
137,955,861,WUBBA LUBBA DUB DUBS!!!,1601542487762
138,512,128,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1601542487763
139,366,184,WUBBA LUBBA DUB DUBS!!!,1601542487764
140,487,573,"Go home and drink, grandpa.",1601542487765
141,527,792,"Aww, gee, you got me there Rick.",1601542487766
142,93,115,"Uncertainty is inherently unsustainable. Eventually, everything either is or isn't.",1601542487766
143,46,461,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1601542487767
144,26,138,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.,1601542487768
145,375,823,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542487769
146,25,904,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1601542487770
147,903,27,HI! I'M MR MEESEEKS! LOOK AT ME!,1601542487771
148,557,124,"You're like Hitler, except...Hitler cared about Germany, or something.",1601542487771
149,885,727,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together.",1601542487772
150,264,195,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542487773
151,786,642,"I want that Mulan McNugget sauce, Morty!",1601542487774
152,678,825,"Little tip, Morty. Never clean DNA vials with your spit.",1601542487775
153,517,454,"This isn't Game of Thrones, Morty.",1601542487776
154,25,760,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain.",1601542487776
155,409,243,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain.",1601542487777
156,116,131,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542487778
157,981,508,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1601542487779
158,408,423,This sounds like something The One True Morty might say.,1601542487780
159,529,204,This sounds like something The One True Morty might say.,1601542487781
160,455,683,"Hello Jerry, come to rub my face in urine again?",1601542487781
161,751,981,"Where are my testicles, Summer?",1601542487782
162,539,395,"Great, now I have to take over an entire planet because of your stupid boobs.",1601542487783
163,956,225,WUBBA LUBBA DUB DUBS!!!,1601542487784
164,395,54,HI! I'M MR MEESEEKS! LOOK AT ME!,1601542487785
165,312,606,Having a family doesn't mean that you stop being an individual.,1601542487786
166,758,103,I'm more than just a hammer.,1601542487786
167,297,221,HI! I'M MR MEESEEKS! LOOK AT ME!,1601542487787
168,224,895,"What about the reality where Hitler cured cancer, Morty? The answer is: Don't think about it.",1601542487788
169,674,747,"Oh yeah, If you think my Rick is Dead, then he is alive. If you think you're safe, then he's coming for you.",1601542487789
170,208,365,"You're like Hitler, except...Hitler cared about Germany, or something.",1601542487790
171,236,440,"Listen, I'm not the nicest guy in the universe, because I'm the smartest, and being nice is something stupid people do to hedge their bets.",1601542487791
172,795,507,"Listen, I'm not the nicest guy in the universe, because I'm the smartest, and being nice is something stupid people do to hedge their bets.",1601542487792
173,761,1,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together.",1601542487793
174,57,357,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1601542487794
175,379,129,I like what you got.,1601542487795
176,883,525,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1601542487796
177,42,228,Don’t even trip dawg.,1601542487797
178,366,518,I don't get it and I don't need to.,1601542487797
179,669,121,"This isn't Game of Thrones, Morty.",1601542487798
180,548,781,Keep Summer safe.,1601542487799
181,432,41,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542487800
182,672,327,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542487801
183,492,616,I'm more than just a hammer.,1601542487801
184,813,309,HI! I'M MR MEESEEKS! LOOK AT ME!,1601542487802
185,730,665,Pluto's a planet.,1601542487803
186,650,110,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542487804
187,413,746,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1601542487805
188,431,608,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1601542487806
189,15,223,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1601542487807
190,911,710,"I want that Mulan McNugget sauce, Morty!",1601542487807
191,568,583,"Aw, c'mon Rick. That doesn't seem so bad.",1601542487809
192,164,629,"Listen, I'm not the nicest guy in the universe, because I'm the smartest, and being nice is something stupid people do to hedge their bets.",1601542487809
193,671,271,WUBBA LUBBA DUB DUBS!!!,1601542487810
194,646,22,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542487811
195,640,182,"This isn't Game of Thrones, Morty.",1601542487812
196,985,78,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1601542487813
197,343,728,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1601542487813
198,640,680,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1601542487814
199,248,624,"Oh Summer, haha first race war, huh?",1601542487815
200,181,177,"Listen, I'm not the nicest guy in the universe, because I'm the smartest, and being nice is something stupid people do to hedge their bets.",1601542487816
201,135,950,"Oh yeah, If you think my Rick is Dead, then he is alive. If you think you're safe, then he's coming for you.",1601542487817
202,10,405,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1601542487817
203,393,497,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1601542487818
204,843,223,I don't get it and I don't need to.,1601542487819
205,903,809,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1601542487820
206,309,208,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1601542487821
207,795,433,I don't get it and I don't need to.,1601542487822
208,553,680,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1601542487823
209,973,991,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1601542487823
210,710,896,"I want that Mulan McNugget sauce, Morty!",1601542487824
211,368,499,That just sounds like slavery with extra steps.,1601542487825
212,367,745,Pluto's a planet.,1601542487825
213,209,803,"Where are my testicles, Summer?",1601542487826
214,5,778,"This isn't Game of Thrones, Morty.",1601542487827
215,348,702,"Aww, gee, you got me there Rick.",1601542487827
216,123,13,"You're our boy dog, don't even trip.",1601542487828
217,650,801,Can somebody just let me out of here? If I die in a cage I lose a bet.,1601542487829
218,271,10,WUBBA LUBBA DUB DUBS!!!,1601542487829
219,277,230,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542487830
220,999,800,"Go home and drink, grandpa.",1601542487830
221,551,410,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.,1601542487831
222,337,521,Don’t even trip dawg.,1601542487831
223,908,154,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542487832
224,224,17,"Go home and drink, grandpa.",1601542487833
225,401,563,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together.",1601542487833
226,998,253,"Where are my testicles, Summer?",1601542487834
227,719,705,"What is my purpose. You pass butter. Oh My God. Yeah, Welcome to the club pal.",1601542487835
228,66,606,I'm the devil. What should I do when I fail? Give myself an ice cream?,1601542487835
229,855,160,I'm more than just a hammer.,1601542487836
230,516,734,"What about the reality where Hitler cured cancer, Morty? The answer is: Don't think about it.",1601542487836
231,796,867,Having a family doesn't mean that you stop being an individual.,1601542487837
232,119,800,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.,1601542487838
233,159,599,"This isn't Game of Thrones, Morty.",1601542487838
234,125,202,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542487839
235,401,755,"What about the reality where Hitler cured cancer, Morty? The answer is: Don't think about it.",1601542487839
236,728,707,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1601542487840
237,204,388,"What about the reality where Hitler cured cancer, Morty? The answer is: Don't think about it.",1601542487841
238,775,946,I'm more than just a hammer.,1601542487842
239,828,518,"You're our boy dog, don't even trip.",1601542487842
240,991,111,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542487843
241,533,472,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1601542487844
242,314,986,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1601542487845
243,336,30,Yo! What up my glip glops!,1601542487845
244,54,135,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1601542487846
245,962,30,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.,1601542487846
246,901,938,Pluto's a planet.,1601542487847
247,107,563,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542487848
248,886,1,"Aww, gee, you got me there Rick.",1601542487848
249,765,592,This sounds like something The One True Morty might say.,1601542487849
250,806,859,"Aww, gee, you got me there Rick.",1601542487850
251,67,842,"Aww, gee, you got me there Rick.",1601542487850
252,316,377,I'm the devil. What should I do when I fail? Give myself an ice cream?,1601542487851
253,738,240,I don't get it and I don't need to.,1601542487851
254,628,593,This sounds like something The One True Morty might say.,1601542487852
255,239,980,"You're our boy dog, don't even trip.",1601542487853
256,169,183,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1601542487854
257,704,652,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain.",1601542487855
258,589,831,"Go home and drink, grandpa.",1601542487855
259,831,824,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1601542487856
260,56,182,Weddings are basically funerals with cake.,1601542487857
261,587,186,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1601542487857
262,142,571,"Listen, I'm not the nicest guy in the universe, because I'm the smartest, and being nice is something stupid people do to hedge their bets.",1601542487858
263,699,646,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1601542487859
264,163,113,I don't get it and I don't need to.,1601542487859
265,255,826,"Listen, I'm not the nicest guy in the universe, because I'm the smartest, and being nice is something stupid people do to hedge their bets.",1601542487860
266,800,42,"Little tip, Morty. Never clean DNA vials with your spit.",1601542487861
267,309,423,I like what you got.,1601542487861
268,716,777,I like what you got.,1601542487862
269,73,354,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together.",1601542487863
270,594,505,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.,1601542487863
271,944,127,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1601542487864
272,416,660,"You're our boy dog, don't even trip.",1601542487864
273,459,318,"Oh yeah, If you think my Rick is Dead, then he is alive. If you think you're safe, then he's coming for you.",1601542487865
274,102,78,"Go home and drink, grandpa.",1601542487866
275,213,270,"It's a figure of speech, Morty! They're bureaucrats! I don't respect them. Just keep shooting, Morty! You have no idea what prison is like here!",1601542487866
276,846,732,Pluto's a planet.,1601542487867
277,650,537,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1601542487867
278,483,31,This sounds like something The One True Morty might say.,1601542487868
279,361,385,"What about the reality where Hitler cured cancer, Morty? The answer is: Don't think about it.",1601542487869
280,157,884,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1601542487869
281,526,11,"I want that Mulan McNugget sauce, Morty!",1601542487870
282,884,921,"Great, now I have to take over an entire planet because of your stupid boobs.",1601542487870
283,745,562,"Uncertainty is inherently unsustainable. Eventually, everything either is or isn't.",1601542487871
284,357,492,I'm the devil. What should I do when I fail? Give myself an ice cream?,1601542487872
285,51,676,"Aw, c'mon Rick. That doesn't seem so bad.",1601542487872
286,777,304,This sounds like something The One True Morty might say.,1601542487873
287,96,797,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542487874
288,844,479,I don't get it and I don't need to.,1601542487874
289,873,67,"Little tip, Morty. Never clean DNA vials with your spit.",1601542487875
290,658,145,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1601542487876
291,962,830,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1601542487877
292,286,798,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1601542487877
293,505,624,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542487878
294,882,126,"Oh Summer, haha first race war, huh?",1601542487878
295,696,812,I don't get it and I don't need to.,1601542487879
296,782,886,"You're like Hitler, except...Hitler cared about Germany, or something.",1601542487880
297,575,930,"Go home and drink, grandpa.",1601542487880
298,170,929,"Where are my testicles, Summer?",1601542487881
299,875,109,Can somebody just let me out of here? If I die in a cage I lose a bet.,1601542487881
300,549,556,"Great, now I have to take over an entire planet because of your stupid boobs.",1601542487882
301,698,154,WUBBA LUBBA DUB DUBS!!!,1601542487883
302,715,479,"Where are my testicles, Summer?",1601542487883
303,677,862,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.,1601542487884
304,643,226,"Where are my testicles, Summer?",1601542487884
305,579,441,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1601542487885
306,780,632,I like what you got.,1601542487886
307,631,172,Weddings are basically funerals with cake.,1601542487886
308,998,189,"Listen, I'm not the nicest guy in the universe, because I'm the smartest, and being nice is something stupid people do to hedge their bets.",1601542487887
309,193,941,"I want that Mulan McNugget sauce, Morty!",1601542487887
310,591,728,"Oh yeah, If you think my Rick is Dead, then he is alive. If you think you're safe, then he's coming for you.",1601542487888
311,390,543,"You're our boy dog, don't even trip.",1601542487888
312,429,616,Having a family doesn't mean that you stop being an individual.,1601542487889
313,143,84,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542487890
314,34,101,"I want that Mulan McNugget sauce, Morty!",1601542487890
315,143,491,"You're like Hitler, except...Hitler cared about Germany, or something.",1601542487891
316,918,186,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1601542487891
317,482,294,"Let me out, what you see is not the same person as me. My life's a lie. I'm not who you're looking. Let me out. Set me free. I'm really old. This isn't me. My real body is slowly dieing in a vat. Is anybody listening? Can anyone understand? Stop looking at me like that and actually help me. Help me. Help me I'm gunna die.",1601542487892
318,428,44,Don’t even trip dawg.,1601542487893
319,583,794,"What about the reality where Hitler cured cancer, Morty? The answer is: Don't think about it.",1601542487893
320,747,386,"Aww, gee, you got me there Rick.",1601542487894
321,251,121,"I want that Mulan McNugget sauce, Morty!",1601542487895
322,851,230,"Great, now I have to take over an entire planet because of your stupid boobs.",1601542487895
323,617,263,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1601542487896
324,411,93,Pluto's a planet.,1601542487897
325,587,164,"It's a figure of speech, Morty! They're bureaucrats! I don't respect them. Just keep shooting, Morty! You have no idea what prison is like here!",1601542487897
326,298,368,"You're our boy dog, don't even trip.",1601542487898
327,520,404,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1601542487898
328,936,155,Pluto's a planet.,1601542487899
329,188,707,I don't get it and I don't need to.,1601542487900
330,210,913,"Little tip, Morty. Never clean DNA vials with your spit.",1601542487900
331,46,86,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1601542487901
